Property_ID,City,Area_Locality,Property_Type,BHK,Size_sqft,Bathroom_Count,Furnishing_Status,Floor_Number,Total_Floors,Parking_Available,Distance_to_Metro_km,Property_Age_Years,Monthly_Rent
P02415,Mumbai,Borivali,Independent House,4,2733.0,4.0,Semi-Furnished,0,9,Yes,0.42,15,90903
P02416,Mumbai,Powai,Apartment,3,2894.0,4.0,Semi-Furnished,6,16,Yes,0.95,15,90551
P02417,Pune,Wakad,Apartment,5,2859.0,1.0,Furnished,20,21,No,7.44,13,75674
P02418,Mumbai,Powai,Villa,5,1064.0,2.0,Unfurnished,9,18,No,2.59,10,51087
P02419,Pune,Kharadi,Independent House,2,1850.0,1.0,Furnished,4,18,No,9.84,20,47803
P02420,Pune,Hinjewadi,Apartment,3,2360.0,1.0,Unfurnished,2,5,Yes,7.41,9,59074
P02421,Pune,Baner,Independent House,1,772.0,2.0,Semi-Furnished,2,5,Yes,6.89,10,23920
P02422,Chennai,Anna Nagar,Independent House,4,2196.0,1.0,Semi-Furnished,9,25,No,4.37,2,61894
P02423,Pune,Kharadi,Villa,4,450.0,3.0,Unfurnished,14,24,No,4.12,20,17662
P02424,Delhi,Rohini,Villa,5,514.0,6.0,Semi-Furnished,4,16,No,3.56,19,31775
P02425,Hyderabad,Hitech City,Villa,5,727.0,3.0,Unfurnished,5,13,Yes,0.24,5,34842
P02426,Pune,Wakad,Independent House,4,1620.0,1.0,Semi-Furnished,8,24,Yes,6.31,13,44229
P02427,Chennai,Velachery,Independent House,1,1902.0,1.0,Furnished,2,20,No,3.89,9,51864
P02428,Hyderabad,Kukatpally,Apartment,2,2710.0,3.0,Furnished,8,23,No,1.84,14,72655
P02429,Hyderabad,Gachibowli,Apartment,2,1790.0,3.0,Semi-Furnished,9,13,Yes,9.31,5,51142
P02430,Chennai,Anna Nagar,Villa,2,1913.0,1.0,Unfurnished,13,20,No,9.27,15,43284
P02431,Hyderabad,Hitech City,Apartment,1,1283.0,2.0,Furnished,16,20,Yes,1.59,16,40474
P02432,Chennai,OMR,Independent House,3,2639.0,1.0,Semi-Furnished,6,23,No,6.45,3,68130
P02433,Delhi,Saket,Independent House,5,2989.0,1.0,Unfurnished,16,21,Yes,9.18,17,75203
P02434,Hyderabad,Madhapur,Villa,1,,2.0,Semi-Furnished,19,21,Yes,5.47,3,54663
P02435,Chennai,OMR,Villa,5,825.0,5.0,Unfurnished,1,25,Yes,9.93,17,25667
P02436,Hyderabad,Kukatpally,Apartment,3,,2.0,Semi-Furnished,5,9,No,5.83,7,28916
P02437,Delhi,Dwarka,Apartment,1,2559.0,2.0,Furnished,15,19,No,1.09,2,71251
P02438,Pune,Kharadi,Apartment,2,1471.0,1.0,Semi-Furnished,20,23,No,2.12,1,39818
P02439,Hyderabad,Gachibowli,Apartment,2,691.0,2.0,Semi-Furnished,0,15,No,5.42,3,21927
P02440,Delhi,Karol Bagh,Independent House,5,2698.0,3.0,Unfurnished,10,16,No,4.19,13,71936
P02441,Pune,Baner,Independent House,3,940.0,2.0,Unfurnished,18,19,Yes,4.18,19,29141
P02442,Hyderabad,Madhapur,Apartment,1,2157.0,2.0,Unfurnished,2,22,Yes,0.42,3,59432
P02443,Pune,Kharadi,Villa,4,2972.0,1.0,Furnished,1,24,Yes,1.77,8,80490
P02444,Pune,Hinjewadi,Independent House,5,1029.0,4.0,Unfurnished,4,9,Yes,6.4,15,33793
P02445,Pune,Kharadi,Apartment,4,2982.0,5.0,Semi-Furnished,4,5,Yes,6.39,15,80643
P02446,Pune,Hinjewadi,Villa,1,495.0,2.0,Unfurnished,7,12,No,5.02,4,16022
P02447,Pune,Kharadi,Apartment,2,1096.0,1.0,Furnished,1,22,No,9.15,8,32802
P02448,Hyderabad,Kukatpally,Villa,2,1490.0,1.0,Unfurnished,14,16,Yes,6.18,2,38821
P02449,Hyderabad,Gachibowli,Villa,1,1806.0,1.0,Unfurnished,4,25,No,0.36,12,42397
P02450,Hyderabad,Hitech City,Apartment,2,1523.0,1.0,Semi-Furnished,11,25,No,8.89,8,39482
P02451,Mumbai,Powai,Apartment,5,545.0,3.0,Furnished,20,25,No,4.47,8,42017
P02452,Bangalore,Whitefield,Independent House,3,1901.0,4.0,Furnished,7,24,No,5.4,16,59059
P02453,Pune,Kharadi,Independent House,4,2962.0,5.0,Furnished,2,9,No,6.66,1,82768
P02454,Pune,Wakad,Apartment,5,544.0,1.0,Furnished,6,24,No,0.29,8,31187
P02455,Delhi,Saket,Villa,4,776.0,,Unfurnished,0,7,Yes,2.23,3,38188
P02456,Pune,Baner,Villa,5,1771.0,6.0,Furnished,17,20,No,3.22,18,60855
P02457,Bangalore,Marathahalli,Independent House,5,645.0,3.0,Furnished,9,24,Yes,5.7,18,34381
P02458,Bangalore,Indiranagar,Independent House,2,680.0,3.0,Semi-Furnished,7,12,No,5.04,17,25019
P02459,Delhi,Karol Bagh,Villa,5,2145.0,3.0,Semi-Furnished,4,23,Yes,3.8,17,67295
P02460,Chennai,T Nagar,Villa,2,2647.0,1.0,Furnished,16,20,Yes,2.61,6,69298
P02461,Mumbai,Powai,Independent House,5,1670.0,6.0,Semi-Furnished,15,22,No,5.12,19,65662
P02462,Hyderabad,Madhapur,Villa,2,2414.0,2.0,Unfurnished,8,19,No,3.48,2,59778
P02463,Hyderabad,Gachibowli,Apartment,4,1770.0,3.0,Unfurnished,10,20,Yes,9.25,19,46909
P02464,Hyderabad,Kukatpally,Independent House,1,713.0,2.0,Unfurnished,12,23,Yes,4.4,10,19111
P02465,Pune,Hinjewadi,Villa,5,2469.0,4.0,Semi-Furnished,10,14,No,6.21,11,67508
P02466,Bangalore,Marathahalli,Villa,4,1722.0,1.0,Unfurnished,12,20,No,2.53,0,49747
P02467,Delhi,Rohini,Independent House,5,1202.0,1.0,Furnished,12,25,Yes,8.4,2,44705
P02468,Delhi,Karol Bagh,Villa,2,1156.0,2.0,Furnished,4,21,No,7.64,6,37287
P02469,Pune,Wakad,Independent House,4,2130.0,5.0,Furnished,18,24,No,4.47,1,63152
P02470,Pune,Hinjewadi,Independent House,1,1285.0,1.0,Semi-Furnished,17,18,Yes,8.42,10,30992
P02471,Mumbai,Bandra,Independent House,5,2084.0,4.0,Unfurnished,15,17,No,3.4,8,73212
P02472,Bangalore,Marathahalli,Apartment,5,1081.0,4.0,Furnished,19,23,No,8.59,12,44823
P02473,Pune,Wakad,Independent House,2,646.0,3.0,Semi-Furnished,6,19,No,6.32,2,20921
P02474,Delhi,Rohini,Villa,5,1879.0,4.0,Semi-Furnished,20,22,No,7.43,5,55908
P02475,Hyderabad,Madhapur,Villa,2,2731.0,1.0,Furnished,15,23,No,8.77,17,64957
P02476,Bangalore,Electronic City,Independent House,2,2157.0,2.0,Furnished,19,22,No,4.88,16,59989
P02477,Hyderabad,Kukatpally,Apartment,4,2748.0,5.0,Furnished,15,21,Yes,6.73,18,79750
P02478,Delhi,Dwarka,Villa,5,714.0,4.0,Semi-Furnished,11,17,Yes,1.7,8,36711
P02479,Bangalore,Marathahalli,Villa,2,1838.0,1.0,Unfurnished,3,17,No,6.28,5,49213
P02480,Pune,Wakad,Villa,3,2786.0,4.0,Semi-Furnished,14,22,No,3.63,10,74902
P02481,Bangalore,Indiranagar,Apartment,3,1785.0,3.0,Unfurnished,19,22,Yes,6.46,9,49874
P02482,Mumbai,Borivali,Villa,4,867.0,3.0,Semi-Furnished,18,20,Yes,7.31,18,42658
P02483,Delhi,Dwarka,Independent House,4,1437.0,3.0,Furnished,11,15,No,6.02,14,46104
P02484,Bangalore,Whitefield,Apartment,1,1814.0,2.0,Semi-Furnished,14,18,No,6.22,8,47994
P02485,Pune,Hinjewadi,Villa,3,2647.0,4.0,Furnished,5,17,No,4.79,16,70998
P02486,Mumbai,Powai,Apartment,2,1853.0,2.0,Unfurnished,20,24,No,1.13,17,60064
P02487,Pune,Baner,Independent House,2,2987.0,3.0,Semi-Furnished,4,12,Yes,5.46,11,74848
P02488,Delhi,Dwarka,Villa,5,1859.0,4.0,Unfurnished,19,22,No,3.75,16,52980
P02489,Pune,Kharadi,Independent House,1,1086.0,2.0,Unfurnished,20,21,Yes,4.22,7,27737
P02490,Pune,Baner,Independent House,1,1681.0,1.0,Semi-Furnished,3,12,No,8.11,14,41080
P02491,Pune,Hinjewadi,Independent House,4,2866.0,4.0,Unfurnished,7,17,Yes,5.65,10,75564
P02492,Hyderabad,Hitech City,Villa,2,2495.0,2.0,Semi-Furnished,12,13,Yes,4.72,6,67626
P02493,Mumbai,Andheri,Apartment,1,2334.0,2.0,Unfurnished,0,22,Yes,7.63,14,64256
P02494,Mumbai,Borivali,Villa,3,2803.0,1.0,Semi-Furnished,17,24,Yes,9.45,10,82093
P02495,Pune,Hinjewadi,Independent House,2,899.0,3.0,Semi-Furnished,18,25,Yes,6.71,18,27451
P02496,Mumbai,Borivali,Villa,2,1895.0,1.0,Semi-Furnished,15,19,No,8.82,11,62237
P02497,Delhi,Karol Bagh,Apartment,4,686.0,4.0,Furnished,4,22,Yes,2.85,2,36929
P02498,Chennai,OMR,Apartment,2,2957.0,1.0,Furnished,8,15,Yes,6.12,9,74307
P02499,Mumbai,Powai,Villa,2,2220.0,2.0,Unfurnished,7,18,No,7.18,18,64724
P02500,Mumbai,Andheri,Villa,3,2580.0,1.0,Furnished,0,22,Yes,9.16,7,81329
P02501,Pune,Kharadi,Independent House,5,1078.0,4.0,Furnished,16,19,No,1.98,13,41632
P02502,Pune,Kharadi,Villa,3,729.0,2.0,Unfurnished,16,23,No,9.4,3,18312
P02503,Chennai,T Nagar,Apartment,2,759.0,2.0,Unfurnished,5,16,Yes,8.09,2,20365
P02504,Delhi,Karol Bagh,Villa,5,2774.0,2.0,Semi-Furnished,19,22,No,9.77,10,74375
P02505,Hyderabad,Madhapur,Independent House,3,1329.0,2.0,Semi-Furnished,10,15,No,9.26,3,39145
P02506,Bangalore,Marathahalli,Apartment,2,2014.0,2.0,Furnished,16,17,No,1.61,6,63108
P02507,Pune,Hinjewadi,Villa,5,1336.0,4.0,Unfurnished,13,22,No,7.85,17,37118
P02508,Mumbai,Andheri,Independent House,4,1001.0,2.0,Furnished,2,11,Yes,2.14,10,52517
P02509,Bangalore,Whitefield,Apartment,2,2264.0,1.0,Unfurnished,6,19,Yes,2.12,16,60495
P02510,Mumbai,Powai,Independent House,4,639.0,5.0,Furnished,13,24,No,4.47,17,42735
P02511,Mumbai,Borivali,Apartment,5,1978.0,1.0,Semi-Furnished,13,24,No,6.95,2,71752
P02512,Mumbai,Bandra,Apartment,4,1053.0,1.0,,17,24,Yes,6.64,3,50014
P02513,Mumbai,Bandra,Apartment,2,1112.0,2.0,Semi-Furnished,20,23,No,2.72,13,47583
P02514,Hyderabad,Hitech City,Villa,5,791.0,4.0,Furnished,10,22,Yes,6.17,0,38660
P02515,Hyderabad,Hitech City,Villa,4,513.0,2.0,Semi-Furnished,4,15,Yes,7.11,19,22435
P02516,Pune,Hinjewadi,Apartment,5,733.0,6.0,Semi-Furnished,17,19,Yes,4.09,17,31471
P02517,Delhi,Karol Bagh,Independent House,1,2343.0,2.0,Furnished,3,14,Yes,0.86,7,70050
P02518,Mumbai,Bandra,Independent House,2,2094.0,1.0,Furnished,5,9,No,5.8,0,72306
P02519,Pune,Kharadi,Independent House,3,2556.0,1.0,Furnished,19,21,Yes,7.77,11,68467
P02520,Chennai,OMR,Apartment,5,788.0,1.0,Semi-Furnished,11,19,Yes,8.88,10,26355
P02521,Mumbai,Powai,Independent House,3,1995.0,2.0,Unfurnished,11,13,Yes,8.79,2,64008
P02522,Bangalore,Whitefield,Apartment,5,1451.0,2.0,Furnished,18,21,No,5.23,20,51497
P02523,Pune,Kharadi,Villa,5,498.0,2.0,Semi-Furnished,19,23,Yes,5.03,15,21953
P02524,Mumbai,Andheri,Apartment,1,1864.0,2.0,Unfurnished,14,15,No,0.92,8,63293
P02525,Mumbai,Andheri,Independent House,1,2056.0,2.0,Unfurnished,7,25,No,2.25,14,63004
P02526,Delhi,Saket,Apartment,5,2307.0,4.0,Semi-Furnished,14,25,No,8.61,0,67933
P02527,Hyderabad,Gachibowli,Independent House,3,2854.0,4.0,Unfurnished,20,22,Yes,6.46,15,70325
P02528,Bangalore,Electronic City,Apartment,2,1532.0,3.0,Semi-Furnished,14,20,No,8.98,8,43514
P02529,Bangalore,Whitefield,Independent House,5,1600.0,5.0,Furnished,18,21,No,7.31,6,54827
P02530,Delhi,Dwarka,Independent House,4,530.0,3.0,Semi-Furnished,5,21,Yes,4.66,18,26739
P02531,Delhi,Saket,Independent House,4,930.0,1.0,Furnished,1,17,No,4.04,14,36379
P02532,Hyderabad,Madhapur,Independent House,3,2339.0,2.0,Unfurnished,18,25,No,1.69,12,62995
P02533,Delhi,Rohini,Independent House,5,1833.0,3.0,Unfurnished,0,25,Yes,5.88,19,54441
P02534,Hyderabad,Kukatpally,Villa,3,2157.0,1.0,Semi-Furnished,12,24,Yes,9.24,20,56528
P02535,Mumbai,Andheri,Apartment,5,991.0,4.0,Unfurnished,15,16,No,8.85,14,44725
P02536,Delhi,Saket,Independent House,1,1290.0,2.0,Furnished,12,16,No,4.79,5,41603
P02537,Bangalore,Whitefield,Apartment,4,1426.0,3.0,Furnished,4,22,No,1.89,1,54196
P02538,Delhi,Rohini,Independent House,2,1121.0,1.0,Furnished,7,9,Yes,2.31,18,37802
P02539,Hyderabad,Madhapur,Independent House,1,2093.0,1.0,Semi-Furnished,18,21,Yes,6.86,0,54054
P02540,Delhi,Saket,Villa,2,1231.0,2.0,Semi-Furnished,17,24,No,7.83,19,33474
P02541,Bangalore,Electronic City,Villa,3,1443.0,4.0,Unfurnished,1,3,No,8.64,8,40769
P02542,Delhi,Saket,Independent House,5,2411.0,3.0,Furnished,3,7,Yes,2.71,11,75367
P02543,Hyderabad,Gachibowli,Villa,1,1777.0,1.0,Semi-Furnished,13,18,Yes,3.78,0,49766
P02544,Delhi,Karol Bagh,Villa,5,2279.0,5.0,Semi-Furnished,0,22,Yes,0.61,18,69566
P02545,Chennai,Velachery,Apartment,1,2418.0,1.0,Furnished,19,25,No,5.69,13,59067
P02546,Delhi,Rohini,Villa,4,2767.0,5.0,Semi-Furnished,5,22,No,2.19,2,79851
P02547,Chennai,OMR,Villa,3,2124.0,2.0,Unfurnished,3,19,No,3.24,3,56280
P02548,Bangalore,Electronic City,Apartment,2,2669.0,3.0,Unfurnished,0,16,Yes,0.39,2,76651
P02549,Bangalore,Electronic City,Villa,4,1728.0,3.0,Unfurnished,2,7,Yes,1.64,5,58435
P02550,Pune,Hinjewadi,Apartment,4,1928.0,3.0,Semi-Furnished,8,11,No,2.9,15,56806
P02551,Chennai,Velachery,Apartment,3,2112.0,4.0,Furnished,14,20,Yes,7.84,11,58789
P02552,Mumbai,Borivali,Independent House,3,1149.0,1.0,Furnished,12,13,No,5.44,10,49636
P02553,Pune,Wakad,Apartment,1,2796.0,2.0,Unfurnished,15,18,Yes,6.95,6,65273
P02554,Delhi,Dwarka,Independent House,1,810.0,2.0,Semi-Furnished,14,24,Yes,2.45,12,30143
P02555,Bangalore,Marathahalli,Villa,5,1851.0,5.0,Unfurnished,3,23,No,0.27,11,57428
P02556,Pune,Hinjewadi,Villa,4,2483.0,5.0,Semi-Furnished,4,5,Yes,3.63,18,67296
P02557,Bangalore,Whitefield,Villa,2,,3.0,Unfurnished,11,14,Yes,2.42,4,74558
P02558,Mumbai,Andheri,Independent House,5,1259.0,4.0,,10,19,Yes,6.02,3,55160
P02559,Delhi,Saket,Independent House,1,,2.0,Furnished,19,25,No,1.02,19,27719
P02560,Bangalore,Indiranagar,Independent House,4,1689.0,1.0,Semi-Furnished,5,15,No,8.3,18,47998
P02561,Chennai,Anna Nagar,Apartment,3,2912.0,1.0,Unfurnished,17,21,Yes,1.94,20,73214
P02562,Mumbai,Borivali,Apartment,4,2338.0,4.0,Furnished,8,18,Yes,6.43,6,84634
P02563,Hyderabad,Madhapur,Villa,4,2575.0,4.0,Furnished,19,23,No,4.87,10,73810
P02564,Pune,Baner,Apartment,5,626.0,2.0,Unfurnished,18,19,Yes,2.85,17,27461
P02565,Bangalore,Marathahalli,Apartment,3,2378.0,4.0,Furnished,20,21,Yes,5.76,0,74998
P02566,Bangalore,Indiranagar,Villa,3,2428.0,2.0,Semi-Furnished,13,16,No,8.81,12,63857
P02567,Pune,Wakad,Apartment,3,1521.0,2.0,Furnished,7,21,Yes,0.72,2,54214
P02568,Hyderabad,Hitech City,Apartment,3,1057.0,4.0,Furnished,3,7,No,2.01,5,41291
P02569,Hyderabad,Hitech City,Independent House,4,1794.0,,Unfurnished,0,1,Yes,5.31,4,54596
P02570,Chennai,T Nagar,Independent House,5,2610.0,6.0,Semi-Furnished,14,19,Yes,1.75,17,78843
P02571,Chennai,OMR,Villa,4,2151.0,4.0,Semi-Furnished,2,14,Yes,8.66,0,59875
P02572,Chennai,Anna Nagar,Apartment,3,2354.0,2.0,Semi-Furnished,10,11,Yes,7.25,4,64512
P02573,Delhi,Dwarka,Villa,1,677.0,2.0,Semi-Furnished,14,21,Yes,8.67,20,20311
P02574,Hyderabad,Gachibowli,Independent House,5,2452.0,2.0,Unfurnished,10,16,No,6.65,1,68093
P02575,Hyderabad,Gachibowli,Villa,2,961.0,2.0,Unfurnished,15,25,Yes,7.3,1,28663
P02576,Mumbai,Powai,Independent House,5,1370.0,5.0,Furnished,9,17,No,5.96,8,61943
P02577,Chennai,T Nagar,Villa,3,1164.0,4.0,Unfurnished,7,18,No,2.14,16,32644
P02578,Chennai,T Nagar,Apartment,4,1402.0,3.0,Semi-Furnished,7,14,Yes,1.97,7,47669
P02579,Hyderabad,Hitech City,Apartment,2,1650.0,2.0,Semi-Furnished,0,21,No,2.07,14,44122
P02580,Bangalore,Electronic City,Apartment,3,633.0,3.0,Furnished,12,13,Yes,2.64,4,34765
P02581,Bangalore,Whitefield,Independent House,1,1947.0,2.0,Semi-Furnished,17,25,Yes,8.08,8,54436
P02582,Pune,Hinjewadi,Independent House,2,1073.0,3.0,Unfurnished,9,20,No,3.19,2,33335
P02583,Delhi,Rohini,Independent House,3,808.0,2.0,Semi-Furnished,7,24,Yes,9.43,16,25083
P02584,Delhi,Dwarka,Apartment,3,537.0,3.0,Unfurnished,7,17,No,9.33,2,22539
P02585,Pune,Kharadi,Apartment,3,2486.0,3.0,Semi-Furnished,15,17,No,4.44,7,64068
P02586,Delhi,Rohini,Independent House,4,1457.0,1.0,Semi-Furnished,3,17,Yes,8.48,2,48281
P02587,Pune,Baner,Villa,4,1422.0,3.0,Furnished,0,25,Yes,4.69,2,48836
P02588,Bangalore,Marathahalli,Apartment,1,1737.0,2.0,Unfurnished,11,22,No,6.04,14,41001
P02589,Hyderabad,Gachibowli,Villa,2,2180.0,1.0,Unfurnished,1,25,Yes,1.27,2,57104
P02590,Mumbai,Andheri,Apartment,2,2907.0,1.0,Semi-Furnished,16,25,Yes,5.47,6,83631
P02591,Hyderabad,Kukatpally,Villa,1,2030.0,1.0,Unfurnished,16,18,No,9.68,15,46165
P02592,Delhi,Saket,Apartment,5,1896.0,4.0,Unfurnished,1,13,Yes,6.68,12,56046
P02593,Mumbai,Bandra,Independent House,4,1171.0,5.0,Furnished,0,16,Yes,7.2,5,54396
P02594,Pune,Hinjewadi,Villa,3,2282.0,2.0,Unfurnished,6,21,Yes,3.65,9,56056
P02595,Mumbai,Bandra,Villa,1,2635.0,1.0,Furnished,12,22,No,9.53,16,77497
P02596,Delhi,Saket,Apartment,3,1869.0,3.0,Unfurnished,17,21,No,4.72,2,51921
P02597,Mumbai,Borivali,Independent House,5,594.0,4.0,Semi-Furnished,16,25,No,4.6,2,44915
P02598,Hyderabad,Kukatpally,Apartment,1,2190.0,2.0,Semi-Furnished,13,14,No,6.75,11,53706
P02599,Chennai,OMR,Apartment,1,2513.0,1.0,Unfurnished,20,24,Yes,5.97,4,56518
P02600,Pune,Hinjewadi,Apartment,3,2617.0,3.0,Semi-Furnished,10,23,Yes,2.55,15,72579
P02601,Mumbai,Borivali,Apartment,1,1269.0,1.0,Semi-Furnished,15,24,No,1.26,5,50304
P02602,Bangalore,Marathahalli,Independent House,5,2418.0,6.0,Furnished,0,4,Yes,2.77,1,79249
P02603,Hyderabad,Madhapur,Independent House,3,547.0,1.0,Semi-Furnished,9,11,Yes,6.72,18,21736
P02604,Chennai,Anna Nagar,Independent House,4,1420.0,5.0,Unfurnished,15,18,No,3.9,12,41502
P02605,Bangalore,Electronic City,Independent House,2,2605.0,1.0,Unfurnished,1,2,Yes,5.89,9,64691
P02606,Hyderabad,Gachibowli,Villa,3,2983.0,2.0,Furnished,15,20,Yes,4.49,18,80806
P02607,Pune,Kharadi,Independent House,3,2142.0,4.0,Furnished,16,24,Yes,3.72,16,64287
P02608,Mumbai,Bandra,Apartment,3,1085.0,4.0,Semi-Furnished,20,24,Yes,0.24,4,53540
P02609,Bangalore,Electronic City,Apartment,3,609.0,3.0,Semi-Furnished,14,22,Yes,2.01,2,34731
P02610,Hyderabad,Hitech City,Independent House,1,2565.0,1.0,Unfurnished,0,11,Yes,4.25,13,57882
P02611,Pune,Hinjewadi,Apartment,2,2822.0,1.0,Semi-Furnished,16,25,No,7.76,15,68040
P02612,Delhi,Dwarka,Villa,5,2013.0,2.0,Semi-Furnished,2,13,Yes,4.84,19,59665
P02613,Delhi,Saket,Independent House,3,,1.0,Furnished,5,14,Yes,2.66,17,40121
P02614,Chennai,Velachery,Apartment,4,,4.0,Furnished,9,21,Yes,2.42,2,49809
P02615,Delhi,Dwarka,Villa,2,2007.0,3.0,Semi-Furnished,20,25,Yes,9.22,3,57371
P02616,Chennai,Anna Nagar,Apartment,4,799.0,1.0,Semi-Furnished,14,16,Yes,8.34,18,28060
P02617,Chennai,OMR,Independent House,5,1035.0,3.0,Unfurnished,15,22,Yes,3.04,1,37119
P02618,Hyderabad,Hitech City,Independent House,1,1261.0,1.0,Unfurnished,3,7,Yes,3.26,10,30726
P02619,Pune,Wakad,Apartment,3,924.0,4.0,Unfurnished,0,10,No,4.61,16,27409
P02620,Mumbai,Andheri,Villa,3,645.0,4.0,Semi-Furnished,3,13,No,5.36,2,37524
P02621,Chennai,Velachery,Independent House,3,2046.0,3.0,Semi-Furnished,15,18,Yes,4.69,15,58275
P02622,Hyderabad,Hitech City,Independent House,3,561.0,2.0,Furnished,14,19,No,6.26,18,25258
P02623,Delhi,Karol Bagh,Apartment,5,1390.0,2.0,Unfurnished,3,11,No,7.53,19,39431
P02624,Bangalore,Electronic City,Villa,4,1680.0,1.0,Furnished,12,13,Yes,1.84,14,56716
P02625,Chennai,Velachery,Villa,5,636.0,3.0,Semi-Furnished,12,16,Yes,6.92,1,27679
P02626,Bangalore,Indiranagar,Villa,3,1659.0,,Furnished,5,16,Yes,4.08,12,55550
P02627,Bangalore,Whitefield,Independent House,4,1640.0,5.0,Semi-Furnished,14,24,No,8.79,12,53112
P02628,Pune,Baner,Villa,3,2566.0,1.0,Semi-Furnished,0,21,Yes,4.17,3,65208
P02629,Bangalore,Indiranagar,Independent House,1,744.0,2.0,Semi-Furnished,7,23,No,5.83,9,27436
P02630,Chennai,T Nagar,Apartment,4,2611.0,1.0,Furnished,2,17,Yes,5.82,13,68845
P02631,Bangalore,Marathahalli,Villa,1,1147.0,1.0,Semi-Furnished,9,19,Yes,9.46,11,32042
P02632,Delhi,Karol Bagh,Independent House,3,1381.0,2.0,Furnished,16,21,No,9.85,10,42443
P02633,Chennai,T Nagar,Villa,1,2416.0,1.0,Furnished,7,19,Yes,9.09,1,61311
P02634,Delhi,Rohini,Independent House,4,1875.0,2.0,Unfurnished,12,24,Yes,9.58,19,50015
P02635,Pune,Kharadi,Apartment,1,2311.0,1.0,Unfurnished,9,23,Yes,2.88,15,57349
P02636,Pune,Wakad,Apartment,5,1879.0,5.0,Semi-Furnished,10,21,Yes,8.39,4,58089
P02637,Pune,Kharadi,Villa,4,828.0,3.0,Unfurnished,2,10,No,5.85,3,28718
P02638,Delhi,Karol Bagh,Independent House,1,2213.0,1.0,Semi-Furnished,11,20,Yes,4.88,7,58070
P02639,Mumbai,Bandra,Apartment,1,2041.0,1.0,Semi-Furnished,0,13,Yes,9.36,11,61192
P02640,Mumbai,Powai,Independent House,2,2877.0,3.0,Unfurnished,19,23,Yes,1.2,9,89122
P02641,Pune,Baner,Independent House,4,470.0,2.0,Unfurnished,7,16,Yes,4.86,3,24074
P02642,Delhi,Karol Bagh,Independent House,5,1068.0,3.0,Semi-Furnished,4,24,Yes,3.43,19,39468
P02643,Mumbai,Andheri,Apartment,1,778.0,1.0,Unfurnished,1,4,No,4.36,13,30218
P02644,Delhi,Karol Bagh,Apartment,5,1506.0,3.0,Unfurnished,19,25,Yes,1.57,2,50843
P02645,Bangalore,Whitefield,Villa,5,2547.0,2.0,Unfurnished,6,23,No,6.73,12,69992
P02646,Delhi,Dwarka,Villa,5,2108.0,4.0,Furnished,6,13,Yes,0.8,8,72851
P02647,Bangalore,Indiranagar,Villa,4,1453.0,4.0,Semi-Furnished,10,22,No,0.89,4,50502
P02648,Bangalore,Electronic City,Apartment,1,2132.0,1.0,Furnished,16,23,No,1.39,12,58057
P02649,Pune,Wakad,Apartment,2,1226.0,2.0,Semi-Furnished,3,24,No,6.15,13,34185
P02650,Chennai,OMR,Villa,5,2870.0,1.0,Semi-Furnished,14,21,No,0.35,7,77259
P02651,Chennai,Velachery,Villa,5,1384.0,6.0,Furnished,10,13,Yes,8.88,20,47771
P02652,Mumbai,Andheri,Apartment,4,2917.0,2.0,Semi-Furnished,18,21,No,8.49,5,86282
P02653,Hyderabad,Gachibowli,Villa,4,1503.0,3.0,Semi-Furnished,16,21,Yes,8.05,20,44149
P02654,Pune,Kharadi,Villa,1,925.0,1.0,Semi-Furnished,7,15,Yes,4.38,0,30659
P02655,Pune,Hinjewadi,Independent House,5,2496.0,4.0,Furnished,10,16,No,6.02,1,75664
P02656,Mumbai,Bandra,Independent House,5,2411.0,5.0,Furnished,5,17,Yes,6.94,0,90373
P02657,Pune,Baner,Independent House,2,2366.0,1.0,Furnished,13,16,No,4.07,0,62678
P02658,Chennai,T Nagar,Independent House,5,1666.0,1.0,Unfurnished,0,6,No,3.58,19,47133
P02659,Delhi,Karol Bagh,Independent House,2,2315.0,3.0,Furnished,19,22,No,8.56,10,62702
P02660,Bangalore,Electronic City,Independent House,4,1553.0,1.0,Furnished,2,18,Yes,9.88,14,45921
P02661,Chennai,Anna Nagar,Apartment,3,2059.0,4.0,Semi-Furnished,3,7,Yes,3.77,17,57176
P02662,Pune,Wakad,Apartment,2,575.0,1.0,Unfurnished,1,13,No,9.57,1,15911
P02663,Pune,Wakad,Villa,2,1485.0,3.0,Unfurnished,4,21,No,2.39,5,38422
P02664,Bangalore,Indiranagar,Villa,5,2599.0,2.0,Furnished,5,20,Yes,7.22,11,76185
P02665,Delhi,Saket,Apartment,2,460.0,2.0,Furnished,0,3,No,8.48,17,19364
P02666,Chennai,Anna Nagar,Independent House,1,2239.0,1.0,Semi-Furnished,19,25,No,7.67,6,55546
P02667,Mumbai,Powai,Apartment,2,1790.0,2.0,Semi-Furnished,2,24,Yes,0.38,11,62714
P02668,Bangalore,Whitefield,Villa,3,2652.0,3.0,Unfurnished,4,9,No,8.8,6,70297
P02669,Bangalore,Whitefield,Apartment,4,493.0,4.0,Furnished,4,12,No,0.58,20,33002
P02670,Chennai,Velachery,Villa,2,1562.0,3.0,Furnished,20,23,Yes,9.96,10,43066
P02671,Delhi,Dwarka,Independent House,5,1029.0,5.0,Furnished,19,20,No,7.15,7,41245
P02672,Mumbai,Borivali,Villa,4,2736.0,4.0,Unfurnished,9,10,Yes,2.22,0,88131
